,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
63504,France,"A tough, dark wine, needing considerable aging to bring out its balanced fruits. It has the feel of a serious, impressive wine, dominated by powerful tannins. Underneath, the fruit is dark, brooding and firm. Give this wine at least five years.",,91,35.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Domaine de l'A 2010  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Domaine de l'A,High
40372,Italy,"This well structured wine from sunny Sardinia opens with an off-gold color and intense aromas of ripe melon, apricot, honey and almond. Spice and acidity make for a crisp finish.",Is Argiolas,87,20.0,Sicily & Sardinia,Vermentino di Sardegna,,,,Argiolas 2009 Is Argiolas  (Vermentino di Sardegna),Vermentino,Argiolas,Low
62099,Austria,"Yellow plum and mineral hints of wet pebble with an almost salty draw demand attention. The palate is fresh and full of appetizing, lemony zing and concentration. This is fun and satisfying, not to say completely delicious.",Renner Reserve,92,45.0,Kamptal,,,Anne Krebiehl MW,@AnneInVino,Hirsch 2013 Renner Reserve Grüner Veltliner (Kamptal),Grüner Veltliner,Hirsch,High
4682,US,"Too sweet by far for a table wine, with simple, medicinal cherry and blackberry flavors and a harshly tannic mouthfeel.",,80,10.0,California,California,California Other,,,Esser Cellars 2005 Zinfandel (California),Zinfandel,Esser Cellars,Low
72531,US,"Overly sweet and lacking in vibrant acidity, this Cab has candied flavors of cherries and raspberries. It's a clean, simple wine for drinking now.",Estate,84,80.0,California,Oakville,Napa,,,Cosentino 2005 Estate Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Cosentino,Low
62137,Austria,"Flinty notes of reduction are top aromas, then citrus-fuelled pepperiness ensues. This is lively, lithe and brisk with lip-smacking freshness and a total refreshment factor. It has the tension of a high-wire. These are Riesling acrobatics in a glass. Bravo.",Ried Steiger,93,18.0,Wachau,,,Anne Krebiehl MW,@AnneInVino,Fischer 2014 Ried Steiger Riesling (Wachau),Riesling,Fischer,High
72764,US,Herbal cranberry-like aromas and flavors and moderate acidity and tannins make this wine leaner and drier than many red blends. It's built like a traditional table wine and will go well with a variety of different foods.,Reserve,85,15.0,California,California,California Other,Jim Gordon,@gordone_cellars,Kitchen Sink NV Reserve Red (California),Red Blend,Kitchen Sink,Low
49950,Italy,"This is a nice expression of Sauvignon although it lacks intensity and staying power. If you're looking for a fresh and easy appetizer wine with aromas of peach, citrus and basil, this is a perfect choice. The wine is zesty, clean and crisp on the close.",,85,19.0,Northeastern Italy,Collio,,,,Attems 2008 Sauvignon (Collio),Sauvignon,Attems,Low
35644,New Zealand,"Americans Claudia and Mike Weersing's estate vines are grown so close to the ground, they look almost like a bonsai vineyard. Made as naturally as possible, it's yielded a smoky, savory style of Pinot Noir that shows some dark plum and black olive fruit and a lingering, slightly chocolaty finish. The silky tannins suggest immediate drinkability, although its inherent balance and concentration suggest it'll make it to at least 2020.",Earth Smoke,91,60.0,Canterbury,,,Joe Czerwinski,@JoeCz,Pyramid Valley 2010 Earth Smoke Pinot Noir (Canterbury),Pinot Noir,Pyramid Valley,High
2821,US,"So dry, so clean, so acidic and minerally, just a great version of a Loire-style Sauvignon Blanc. With little or no oak, it shows brilliant lemongrass, peach, vanilla and spice flavors. A wine that cleans and stimulates the palate, and a welcome addition to the top tier.",,91,16.0,California,Napa Valley,Napa,,,Girard 2009 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Girard,High
75955,US,"This creatively labeled bottling by Herman Story alum Chris Kiranbay uses 70% whole cluster fruit to produce a complex nose bursting with strawberry, kola nut, mulberry, elderflower and maraschino cherry aromas. The palate starts with mulberry fruit, growing more serious as it opens, with slate-inflected textural tension, finishing on cinnamon spice.",,91,38.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Saint K 2015 Mourvèdre (Paso Robles),Mourvèdre,Saint K,High
68530,France,"Ripe and fruity, this is a delicious wine. It has layers of red fruits and balanced acidity along with a gently smoky back taste. The structure is light, crisp and with the freshness that is typical of the vintage this close to Bordeaux. Drink from 2018.",La Fleur Lily,87,12.0,Southwest France,Bergerac,,Roger Voss,@vossroger,Domaine de Grange Neuve 2014 La Fleur Lily Red (Bergerac),Bordeaux-style Red Blend,Domaine de Grange Neuve,Low
1111,Argentina,"This youthful pink-colored number smells of dusty cherry and Lifesavers. A juicy palate has a soda-like feel, while flavors of raspberry and cherry are light and dilute across the finish.",Sustainably Farmed Estate Grown and Bottled,85,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Zolo 2017 Sustainably Farmed Estate Grown and Bottled Rosé (Mendoza),Rosé,Zolo,Low
81754,Argentina,"Gaseous and scrambled at first, with leathery aromas that mask the fruit component. Better later on, although it remains sulfuric and leathery, with confused cherry and raspberry flavors. Not much grace or precision, but not an overtly poor wine either.",,83,11.0,Other,San Juan,,Michael Schachner,@wineschach,Tour 52 2007 Malbec (San Juan),Malbec,Tour 52,Low
43358,France,"This wine is bright and fruity at first, with ripe and juicy black-fruit tones that dominate the nose. Hints of banana cream and vanilla sauce lend an overwhelming richness to the plush, medium-weight palate, finishing with loads of sweet spice.",1620,86,13.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Lorgeril 2016 1620 Cabernet Franc (Pays d'Oc),Cabernet Franc,Lorgeril,Low
30582,US,"Very dark, dramatic, opulent, but young. Opens with brooding aromas of black currants, cassis and spices, and turns dense in tannins in the mouth. Deeply refined, concentrated, intense, bone dry. A classic Napa wine in every sense, and one in need of extended cellaring. 2012–2018. The release date is Spring 2010.",Pluribus,94,275.0,California,Napa Valley,Napa,,,BOND 2006 Pluribus Red (Napa Valley),Bordeaux-style Red Blend,BOND,High
57996,US,"Oak dominates this Chard. It's an example of the old criticism, drinking toothpicks. The flavors of buttered toast, caramel, roasted meringue and crème brûlée dominate the pineapple and pear fruit, unbalancing an otherwise excellent wine.",Ryo-fu,86,44.0,California,Russian River Valley,Sonoma,,,Freeman 2006 Ryo-fu Chardonnay (Russian River Valley),Chardonnay,Freeman,Low
81133,US,"This wine is a blend of about equal parts Cabernet Sauvignon and Merlot, with a balance of Cabernet Franc and Petit Verdot. The nose is toast and oak driven, bringing notes of charred currant and dark-roast coffee. Medium bodied on the palate, structured tannins offer support to flavors of racy red and black currant, red plum skin and toasted vanilla.",,86,34.0,Virginia,Virginia,,Alexander Peartree,,Rappahannock Cellars 2012 Meritage (Virginia),Meritage,Rappahannock Cellars,Low
65144,US,"From a valley-floor site off of the Silverado Trail just north of St. Helena, this Cab is a departure for the producer, based atop Spring Mountain. The flavors are ripe and jammy in raspberry and blackberry, almost liqueur-like, before finding balance in tangerine-tart acidity. With firm, chalky tannins providing backbone, the finish is sprinkled in black cherry and caramel.",Cyrus Ryan Vineyard,92,95.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Barnett 2012 Cyrus Ryan Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Barnett,High
84686,France,"90-92 Beautifully perfumed wine, the tannins relatively gentle. It has packed weight, as well as ripe berry fruits.",Barrel sample,91,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Lafon-Rochet 2010 Barrel sample  (Saint-Estèphe),Bordeaux-style Red Blend,Château Lafon-Rochet,High
76451,Spain,"Fresh for the summer season is this tutti-frutti Navarran Garnacha. Pink in color and pumped up, this tastes of pink grapefruit, nectarine and citrus pith. It's all about freshness and drinkability.",Edición Rosa,87,18.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Príncipe de Viana 2015 Edición Rosa Grenache (Navarra),Grenache,Príncipe de Viana,Low
265,US,"A waft of smoky char and toasty oak provide a rich foundation and compelling entry into this one-acre vineyard-designate from the historic grower, before unleashing, slowly, a torrent of melon and fresh-cut apple with a length of intriguing nutmeg and cardamom. Medium-bodied and lush, it will remain on your palate memory a long time.",Sweetwater,96,68.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),Chardonnay,Rochioli,High
34336,Argentina,"Opens with thin fruit and alcoholic burn, and while the wine is always hollow in its middle and basic, it does offer adequate plum, raspberry and peppery flavors. Toasty and bitter on the finish, with an o.k. mouthfeel.",,83,13.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alberti 154 2008 Syrah (Mendoza),Syrah,Alberti 154,Low
25042,US,"This bistro-style red is dry and lusty in cherry, tobacco and spice flavors. The winery has not revealed what varieties are in it, but it tastes like a juicy, old-fashioned field blend, and will go well with a range of fare.",The Villain,87,29.0,California,Santa Barbara County,Central Coast,,,Vixen NV The Villain Red (Santa Barbara County),Red Blend,Vixen,Low
60247,France,"92-94. Barrel sample. DA dark, dry wine that shows its strong, firm tannins. The wine is well structured, with flavors of mint, new wood and a layer of blackberry fruit.",Barrel Sample,93,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Magdelaine 2011 Barrel Sample  (Saint-Émilion),Bordeaux-style Red Blend,Château Magdelaine,High
27991,South Africa,"Bright citrus peel, green apple, fresh grass and savory herbs abound on the nose and mouth of this lively white. The palate is sprightly and refreshing, with zesty acidity and a hint of fynbos herbaceousness on the finish. Drink now.",,87,17.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Tokara 2014 Sauvignon Blanc (Western Cape),Sauvignon Blanc,Tokara,Low
84405,France,"Pale in color, this is a light-tasting wine. It does have just enough fruit to give some red-fruit flavors. Everything though is light—a crisp reflection of the light of Saint-Tropez. Drink now.",Chevalier Torpez Saint-T.,85,18.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Vignobles de Saint-Tropez 2016 Chevalier Torpez Saint-T. Rosé (Côtes de Provence),Rosé,Vignobles de Saint-Tropez,Low
62531,Spain,"The nectarine and mild vanilla aromas are subdued yet solid. On the palate, it's all about stone fruit flavors, such as peach and nectarine, with apple and cider notes on the balanced and healthy finish.",Brut Reserva,87,15.0,Catalonia,Cava,,Michael Schachner,@wineschach,Mont Marçal 2008 Brut Reserva Sparkling (Cava),Sparkling Blend,Mont Marçal,Low
6787,US,"What a great Pinot, and look at that price. The wine is translucent in ruby hue, dry, silky in texture and crisp in acids, showing the textural hallmarks of a fine coastal bottling. The raspberry, cherry, cola and spice flavors are delicious and complex. A terrific value. Production was 1,100 cases.",,91,19.0,California,Sonoma County,Sonoma,,,Chime 2009 Pinot Noir (Sonoma County),Pinot Noir,Chime,High
84853,Spain,"The aromas are sweet, while the palate is light and graced by easygoing cherry and raspberry flavors. A little bit pointed and sharp in feel, but good in a citrusy sort of way.",Esencia Valdemar Rosé,85,8.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Valdemar 2007 Esencia Valdemar Rosé Garnacha (Rioja),Garnacha,Bodegas Valdemar,Low
63210,US,"Sharp acidity and less-than-ripe green flavors are found in this Syrah, which was blended with a little Grenache. Notes of sour blackberry and cherry candy also surface, and it finishes bone dry.",,84,18.0,California,Paso Robles,Central Coast,,,Robert Hall 2010 Syrah (Paso Robles),Syrah,Robert Hall,Low
16416,Italy,"If you've forgotten the flavors of this once super-popular fortified wine from Sicily, it's time to repay a visit to Marsala. Florio's Dry version offers fragrant notes of caramel, candied fruit, maple syrup and citrus peel over a creamy texture. Marsala is often used as a cooking aid, butforget that: try it as an apéritif wine with cubes of Gorgonzola or Roquefort cheese.",Fine Dry,87,12.0,Sicily & Sardinia,Marsala,,,,Florio NV Fine Dry  (Marsala),Catarratto,Florio,Low
9799,Italy,"Bric Balin offers the same creamy succulence of Moccagatta's Cole Barbaresco, only here, you get added aromas of smoked bacon and cured meat. At the base is a solid foundation of lively fruit and chocolate-like nuances, and the wine ends with bold flavors and tight tannins. A Marc de Grazia selection; various American importers.",Bric Balin,93,60.0,Piedmont,Barbaresco,,,,Moccagatta 2005 Bric Balin  (Barbaresco),Nebbiolo,Moccagatta,High
74297,US,"Brooding blackberry, dark plum, dried herb, vanilla and bacon fat aromas are followed by sappy, rich, saturated fruit flavors in this wine. It's a hedonistic rendition of Syrah that holds nothing back.",Boushey Vineyard,92,48.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,JM Cellars 2014 Boushey Vineyard Syrah (Yakima Valley),Syrah,JM Cellars,High
48265,France,"Crisp and firmly structured, this wine is textured with acidity and minerality. The apple, pear and lime flavors are shot through with this steely character that is still integrating in this concentrated wine. Drink from 2018.",Vaucoupin Premier Cru,93,39.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Ellevin 2014 Vaucoupin Premier Cru  (Chablis),Chardonnay,Domaine Ellevin,High
